text,cleaned1
"Tom Lembong sudah di vonis 4,5 thn, Jokowi lagi yg di tuduh sebagai org yg memerintahkan. Sedangkan dalam persidangan TIDAK DISEBUTKAN oleh saksi maupun terdakwa tentang terkait perbuatan salah terdakwa. Masak ada peruntah dari atasan kemudian diselewengkan oleh bawahan , atasan harus di hukum juga.",tom lembong sudah di vonis tahun jokowi lagi yang di tuduh sebagai orang yang memerintahkan sedangkan dalam persidangan tidak disebutkan oleh saksi maupun terdakwa tentang terkait perbuatan salah terdakwa masak ada peruntah dari atasan kemudian diselewengkan oleh bawahan atasan harus di hukum juga
"Sasaran pertama pak Anis, karena gk ada pintu masuk, dicari sasaran lain",sasaran pertama pak anis karena tidak ada pintu masuk dicari sasaran lah
Ngeri hukum di Indonesia,ngeri hukum di indonesia
Tdk menerima uang dari kasus ini tp kok masih kena hukuman dan juga masih ditambah lagi ada uang pengganti beberapa ratus juta rupiah yaa...kenapa kok bisa begini mutusnya bapak yg mulia hakimnya...,tidak menerima uang dari kasus ini tapi kok masih kena hukuman dan juga masih ditambah lagi ada uang pengganti beberapa ratus juta rupiah yaakenapa kok bisa begini mutusnya bapak yang mulia hakimnya
Keadilan adalah hak seluruh umat manusia dan Alloh menjamin hak hidup umatnya.,keadilan adalah hak seluruh umat manusia dan allah menjamin hak hidup umatnya
Smoga  kebenaran dan keadilan menemukan jalannya,semoga kebenaran dan keadilan menemukan jalannya
Lucu benar benar lucu Negeri ini...,lucu benar benar lucu negeri ini
Yg perintahkan malah bebas 😁😁 aneh bin ajaib.,yang perintahkan bahkan bebas aneh bin ajaib
"Namanya negara dinasti, mana bisa di jerat hukum, betul ndak kawan kawan",namanya negara dinasti mana bisa di jerat hukum betul tidak kawan kawan
"Kalau memang benar...jln pasti ada. 
Ingat Mandela sekian tahun di penjara akhirnya jd presiden juga.orang pertama Yg dia cari adalah orang yg telah memfitna dan menyakitinya selama di penjara ( ini fakta)",kalau memang benarjln pasti ada ingat mandela sekian tahun di penjara akhirnya jadi presiden jugaorang pertama yang dia cari adalah orang yang telah memfitnah dan menyakitinya selama di penjara ini fakta
dr sini dendam mreka yg dijadikn korban akn mmbara💥,dari sini dendam mereka yang dijadikn korban akan mmbara
"Semua org yg benar""di penjarakan oleh MK wakil IBLIS",semua orang yang benardi penjarakan oleh mk wakil iblis
Tidak maling malah di hukum,tidak maling bahkan di hukum
Kelak kalau udh ganti pemimpin usut LG yg di sebut pangill,kelak kalau sudah ganti pemimpin usut lagi yang di sebut pangill
"Jokowi kepanapa gak di panggil sebagai saksi dan atas perintah Jokowi, Waktu jadi presiden harus di dengarkan kesaksian nya",jokowi kepanapa tidak di panggil sebagai saksi dan atas perintah jokowi waktu jadi presiden harus di dengarkan kesaksian nya
D tuduh korupsi tapi kata hakimnya tom Lembong kg nrima uang dari hasil kasus inih lahh trus ngapain d penjara mo heran tapi ini Konoha...🤭😁,di tuduh korupsi tapi kata hakimnya tom lembong kg nrima uang dari hasil kasus ini lah terus sedang apa di penjara mau heran tapi ini konoha
"Vonis aneh, disuruh atasan dan tidak menguntungkan diri sendiri kok dihukum. Mudah mudahan siapapun yang terlibat dalam pemberian hukuman ini akan mendapatkan balasan yang setimpal, aamiin Yaa Robb.",vonis aneh disuruh atasan dan tidak menguntungkan diri sendiri kok dihukum mudah mudahan siapapun yang terlibat dalam pemberian hukuman ini akan mendapatkan balasan yang setimpal amin ya allah
Panggil yg lain juga kehed,panggil yang lah juga kehed
Miris bt tumbal.... Mulyono...,miris buat tumbal mulyono
"Hakim sebagai wakil Tuhan sdh nggak takut dengan Dosa,walaupun keputusannya bertentengan dengan di siplin Ilmunya...😇😇",hakim sebagai wakil tuhan sudah tidak takut dengan dosa walaupun keputusannya bertentengan dengan di siplin ilmunya
Tom Lembong salah tidak salah harus masuk dia sudah masuk target operasi semenjak jadi tim suksesnya Anis,tom lembong salah tidak salah harus masuk dia sudah masuk target operasi semenjak jadi tim suksesnya anis
Jadi hakim itu berat....salah membuat keputusan bisa sengsara hidup di dunia dan akhirat,jadi hakim itu beratsalah membuat keputusan bisa sengsara hidup di dunia dan akhirat
"Makanya kalau di kasih jabatan itu harus amanah, jgn memperkaya diri sendiri, kalau sudah di ponis hukuman penjara nyalahin orang, harusnya di miskinkan bagi yg korupsi.",makanya kalau di kasih jabatan itu harus amanah jangan memperkaya diri sendiri kalau sudah di ponis hukuman penjara menyalahkan orang harusnya di miskinkan bagi yang korupsi
"PEMBUAT. HUKUM  MANUSIA MEMANG  TDK SEMPURNA..KURANG BAIK..BANYAK CACAT..YG TDK BERSALAH DICARI2
YG JELAS SALAH DIDIAMKAN
DISANA MEREKA TERTAWA...PD HAL DIRINYA PENUH DGN DOSA
MASIH BANGGAA....???",pembuat hukum manusia memang tidak sempurnakurang baikbanyak cacatyg tidak bersalah dicari yang jelas salah didiamkan di sana mereka tertawapd hal dirinya penuh dengan dosa masih banggaa
"FAKTA SIDANG DIABAIKAN, PERINTAH PRESIDEN  DALAM RAPAT KABINRT. HUKUM INDONESIA BISA DIBELI DENGAN UANG DAN JABATAN",fakta sidang diabaikan perintah presiden dalam rapat kabinrt hukum indonesia bisa dibeli dengan uang dan jabatan
"Terdengar aneh, tidak menerima uang korupsi tapi di penjara dlm kasus korupsi, ,org lain yg makan nangka tapi pak Lembong yg kena getahnya,",terdengar aneh tidak menerima uang korupsi tapi di penjara dalam kasus korupsi orang lah yang makan nangka tapi pak lembong yang kena getahnya
Yang halu yang kalah pilpres....sejak kapan diperintah presiden terus by lisan....lembong itu anak buah jk...kejadian sama persis kaya masa anies jadi mendiknas cuma 2 tahun dipecat karena kasus....jadi lembong anak buah jk setali tiga uang sama anies😂😂😂,yang halu yang kalah pilpressejak kapan diperintah presiden terus by lisanlembong itu anak buah jkkejadian sama persis kayak masa anies jadi mendiknas cuma tahun dipecat karena kasusjadi lembong anak buah jika setali tiga uang sama anies
"Tom Lembong itu menteri pembantu presiden semua kebijakan pasti di laporkan kepada atasan nya jika atasn setuju di laksanakan jika tidak ya cut,mana ada atasan nya di mintai keterangan selama kasus tom Lembong bergulir??sibuk bolak balik ke dr kulit mungkin ya?apa kabar #foodestate",tom lembong itu menteri pembantu presiden semua kebijakan pasti di laporkan kepada atasan nya jika atasn setuju di laksanakan jika tidak iya cut mana ada atasan nya di mintai keterangan selama kasus tom lembong bergulirsibuk bolak balik ke dari kulit mungkin yaapa kabar
Sayabnyeal milih Prabowo dikira mau tegakan hukum,sayabnyeal memilih prabowo dikira mau tegakkan hukum
Terbukti di rezim Jokowi/sekarang para penegak hukum gak percaya dengan hari pembalasan/qyamat...,terbukti di rezim jokowisekarang para penegak hukum tidak percaya dengan hari pembalasanqyamat
Hakim2 semacam gini mau di naikan gaji 280% oleh p. Prabowo...? Sulit mau rubah krakter hakim sampai kapanpun hakim ini tetap mengambil keputusan yg tidak adil. Harus di amputasi semua hakim yg selama ini yg selalu menguatkan setiap kasus ada indikasi suap. Sudah gak indepensi lagi hakim takut sama hawanafsunya bukan kepada Allah. Semoga anak keturunan di balas oleh Allah. Amin.,hakim semacam begini mau di naikan gaji oleh p prabowo sulit mau rubah krakter hakim sampai kapanpun hakim ini tetap mengambil keputusan yang tidak adil harus di amputasi semua hakim yang selama ini yang selalu menguatkan setiap kasus ada indikasi suap sudah tidak indepensi lagi hakim takut sama hawanafsunya bukan kepada allah semoga anak keturunan di balas oleh allah amin
Kita pembantu presiden.membantu dia.segala sesuatu yg diambil didlm perkerjaan kan atas arahan.dia.dia.kok dipenjara,kita pembantu presidenmembantu diasegala sesuatu yang diambil di dalam pekerjaan kan atas arahandiadiakok di penjara
"Terbukti sekarang ceramah kiyai Zainuddin MZ kalau palu sudah dimulut anjing jangan harap keadilan akan tegak,keputusan akan sesuai perintah majikan yg memberi daging...wkwkwk",terbukti sekarang ceramah kiyai zainuddin mas kalau palu sudah dimulut anjing jangan harap keadilan akan tegak keputusan akan sesuai perintah majikan yang memberi dagingwkwkwk
Itu jaksa anak buah nya Jokowi yg dulu Jokowi yg jadikan jaksa jadi balas budi,itu jaksa anak buah nya jokowi yang dulu jokowi yang jadikan jaksa jadi balas budi
Hukum di ind sangat murah makanya korupsi tdk bisa di berantas tuntas .sdh saatnya ind belajar ke China kl ingin jd ind emas 2045 mensejahterakan rkyt itu amanat uud 1945 kl kekayaan alam kita di kuasai segrlintir manusia2 serakah Sp kiamat pun rkyt tetap miskin,hukum di indonesia sangat murah makanya korupsi tidak bisa di berantas tuntas sudah saatnya indonesia belajar ke cina kalau ingin jadi indonesia emas mensejahterakan rakyat itu amanat undang undang dasar kalau kekayaan alam kita di kuasai segrlintir manusia serakah sp kiamat pun rakyat tetap miskin
Semoga Tom Lembong sehat selalu.,semoga tom lembong sehat selalu
"Jokowe  biang kerok, tak pernah hadir, disidang, ,  apapun  kasusnya, dibiar  trus, berbuat, sekehendak hatinya, , maunya, hukum di negara ini apasih, perang saudara??",jokowe biang kerok tidak pernah hadir disidang apapun kasusnya dibiar terus berbuat sekehendak hatinya maunya hukum di negara ini apa sih perang saudara
"Hakim gk. Punya aklak pak Tom lembong hanya turuti printah tapi yg memerintah malah aman atau mungkin diamankan , ingat pak Hakim hidup hanya sekali klu Hakim gk adil gk. Jujur putus nyambung krn ada intervensi kelak neraka jaminanya",hakim tidak punya aklak pak tom lembong hanya turuti printah tapi yang memerintah bahkan aman atau mungkin diamankan ingat pak hakim hidup hanya sekali kalau hakim tidak adil tidak jujur putus menyambung karena ada intervensi kelak neraka jaminanya
"Ironis nya negri ini,yg memerintahkan tidak pernah di panggil, hukum masih di jual belikan",ironis nya negeri ini yang memerintahkan tidak pernah di panggil hukum masih di jual belikan
Astagfirullah Astagfirullah Astagfirullah Astagfirullah,astagfirullah astagfirullah astagfirullah astagfirullah
Tenang nanti dibebaskan lg..toh dipenjaranya jg mewah fasilitas komplit..itung2 liburan dgn nuansa berbeda..kan tdk menikmati hasilnya kt pak hakim 😄😄,tenang nanti dibebaskan lgtoh di penjaranya juga mewah fasilitas komplititung liburan dengan nuansa berbedakan tidak menikmati hasilnya kita pak hakim
"Tom Lembong bebas, pas setelah pelantikan pak Anies Baswedan sbg RI1",tom lembong bebas pas setelah pelantikan pak anies baswedan sebagai mencari
"Terlepas dr benar atau salah beliau,,Sejarah Indonesia mencatat,,dan kalau dikemudian hari ternyata kebenaran muncul itu akan menjadi titik balik dunia peradilan saat ini",terlepas dari benar atau salah beliau sejarah indonesia mencatat dan kalau dikemudian hari ternyata kebenaran muncul itu akan menjadi titik balik dunia peradilan saat ini
"yg yuruh gak di panggil...
kasus ijazah...gak di tunjukin ijazah ya
anak buah bobi ns di tetap kan tsk gak di pangil juga bobi ya....
kayak ya negeri ini...kalah ama geng solo",yang yuruh tidak di panggil kasus ijazahgak di tunjukan ijazah iya anak buah bobi ns di tetap kan tersangka tidak di pangil juga bobi iya kayak iya negeri inikalah sama geng solo
"Vonis yg di paksakan,, sedangkan pemeran utamanya duduk manis di balik layar.....",vonis yang di paksakan sedangkan pemeran utamanya duduk manis di balik layar
Banyak bacot negara ini katanya anti korupsi. Kalo ada yg ketangkep langsung eksekusi saja buat tumbal pesugihan negara.,banyak bak bicara negara ini katanya anti korupsi kalau ada yang ketangkep langsung eksekusi saja buat tumbal pesugihan negara
innalilahi wainailaihi rojiun atas hukum di negeri kita .......,innalilahi wainailaihi rojiun atas hukum di negeri kita
Mantap para hakim dan jaksa teruskan perbuatanmu santai aja sekarang neraka sdh full AC jadi GK perlu takut lg ngasih makan istri dan anakmu dgn uang haram.selagi punya kuasa buatlah sesukamu.,mantap para hakim dan jaksa teruskan perbuatanmu santai saja sekarang neraka sudah penuh ac jadi tidak perlu takut lagi memberikan makan istri dan anakmu dengan uang haramselagi punya kuasa buatlah sesukamu
Konoha,konoha
"Bila Tom Lembong diadili, maka tentu yang memerintah juga sangat layak diadili dan dijatuhi hukuman lebih berat dari yang diperintah. Atau inikah definisi hukum tumpul keatas, tajam kebawah?..publik menilai.",bila tom lembong diadili maka tentu yang memerintah juga sangat layak diadili dan dijatuhi hukuman lebih berat dari yang diperintah atau inikah definisi hukum tumpul ke atas tajam kebawahpublik menilai
"Gang Mulyono masih berkuasa ,perlu adanya Birokrasi Hukum agar Hukum TDK dipermainkan",gang mulyono masih berkuasa perlu adanya birokrasi hukum agar hukum tidak dipermainkan
"Jadi anak buah itu dilematis. Menjalankan perintah atasan jika ada kesalahan anak buah yang bertanggung jawab. Jika tidak menjalankan perintah atasan pintu terbuka untuk dipecat/diganti. Angel...Angel
✍️🤭😇🤠✍️",jadi anak buah itu dilematis menjalankan perintah atasan jika ada kesalahan anak buah yang bertanggung jawab jika tidak menjalankan perintah atasan pintu terbuka untuk dipecatdiganti angelangel
Biar keadilan akan mencari jalanya..pesta mereka akan segera berakhir,biar keadilan akan mencari jalanyapesta mereka akan segera berakhir
Bagimana Mentri Mentri yang menimbulkan kerugian negara dan kebijakan nya melanggar harus nya kena semua dong ..negara harus adil kepada rakyat nya,bagimana menteri menteri yang menimbulkan kerugian negara dan kebijakan nya melanggar harus nya kena semua dong negara harus adil kepada rakyat nya
"Keadilan akan menemukan jalannya, entah bagaimanapun caranya otak dan dalang yg merekayasa kasus, penyidik, jaksa, hakim, saksi dan siapapun yg bermain akan mendapatkan karmaNYA aamiin qobul mustajab ya Mujibassailiin",keadilan akan menemukan jalannya entah bagaimanapun caranya otak dan dalang yang merekayasa kasus penyidik jaksa hakim saksi dan siapapun yang bermain akan mendapatkan karmanya amin qobul mustajab iya mujibassailiin
Semoga karma kepada yang memerintahkannya.. Aamiin,semoga karma kepada yang memerintahkannya amin
"GANTUNG MULYONO ✊✊
MAKZULKAN FUFUFAFA 😈😈",gantung mulyono makzulkan fufufafa
"Lucu nya negeri ini , seorang tom lembong aja bisa di begituin apalagi kita , seorang penegak hukum lebih takut sama penguasa dibanding takut sama yg maha kuasa .... nauzubillahi min dzalik",lucu nya negeri ini seorang tom lembong saja bisa di begituin apalagi kita seorang penegak hukum lebih takut sama penguasa dibanding takut sama yang maha kuasa nauzubillahi min dzalik
Kasus Nadiem Makarim mantan menteri pendidikan yang sedang diusut kejagung Negara dirugikan 1.98 triliun sudah ada nama disebutkan usut sampai tuntas berani tidak,kasus nadiem makarim mantan menteri pendidikan yang sedang diusut kejaksaan agung negara dirugikan triliun sudah ada nama disebutkan usut sampai tuntas berani tidak
"Di nyatakan tdk mendapat keuntungan tp d sbut korupsi..yg korupsi itu psti yg nyuruh,tp yg nyuruh nya gk d hadirkan d pengadilan..negri para bedebah",di menyatakan tidak mendapat keuntungan tapi di sebut korupsiyg korupsi itu pasti yang menyuruh tapi yang menyuruh nya tidak di hadirkan di pengadilannegri para bedebah
Pengadilan apanya ini tolong kalian sdr Hakim sdr Jaksa yg memerintahkan hadirkan dalam sidang...nggak mungkin ada asap kalau nggak ada api...ingat kalian hakim dan jaksa...saat kematian pasti datang..karena pangkat dan jabatan serta harta kalian halalkan segala cara....,pengadilan apanya ini tolong kalian sadar hakim sadar jaksa yang memerintahkan hadirkan dalam sidangnggak mungkin ada sesegera mungkin kalau tidak ada apiingat kalian hakim dan jaksasaat kematian pasti datangkarena pangkat dan jabatan serta harta kalian halalkan segala cara
Semoga orang ug mezolimin kena human alam dariyg Maha pencipta alam semunta amiin,semoga orang ug mezolimin kena human alam dariyg maha pencipta alam semunta amin
"Harus ada ""REVOLUSI"" pemerintahan, kalau rakyat ingin terbebas dari kehancuran moral dan keadilan.",harus ada revolusi pemerintahan kalau rakyat ingin terbebas dari kehancuran moral dan keadilan
Penegak hukum dan pengadil negara sudah mengajarkan dan membericontoh tidak benar bray...,penegak hukum dan pengadil negara sudah mengajarkan dan membericontoh tidak benar bro
Manusia pd zaman jokowi ini,manusia pada zaman jokowi ini
Makin ancur aja hukum konoha,makin hancur saja hukum konoha
"Ikhlas ya pak
Pasti ada balasannya.",ikhlas iya pak pasti ada balasannya
An3h pdhl TDK terbukti krpsi tp di hukum bui 😅,anh padahal tidak terbukti krpsi tapi di hukum bui
"Yang durjana di puja
Yang terpuji di caci, di benci dan masuk jeruji
Oh dunia dunia yang fana
Orang ingin hidup selamanya
Dengan harta jadi gelap hatinya
Benar jadi salah, salah jadi benar
Maju tak gentar bela yang bayar",yang durjana di puja yang terpuji di caci di benci dan masuk jeruji oh dunia dunia yang fana orang ingin hidup selamanya dengan harta jadi gelap hatinya benar jadi salah salah jadi benar maju tidak gentar bela yang bayar
