text,cleaned
JOKOWI BESERTA KELUARGANYA YANG LEBIH PANTAS MASUK PENJARA😂,jokowi keluarga masuk penjara
"@alivyrich Tom lembong memang salah tapi dalam ranah administrasi pemerintahan, bukan tindak pidana korupsi. Oleh karena itu, putusan yang seharusnya dijatuhkan adalah lepas dari segala tuntutan karena 'onslag van rechtvervolgin semata-mata kekeliruan administratif""",tom lembong salah ranah administrasi perintah tindak pidana korupsi putus jatuh lepas tuntut onslag van rechtvervolgin sematamata keliru administratif
"@gerrymichaelp Tom lembong memang salah tapi dalam ranah administrasi pemerintahan, bukan tindak pidana korupsi. Oleh karena itu, putusan yang seharusnya dijatuhkan adalah lepas dari segala tuntutan karena 'onslag van rechtvervolgin semata-mata kekeliruan administratif""",tom lembong salah ranah administrasi perintah tindak pidana korupsi putus jatuh lepas tuntut onslag van rechtvervolgin sematamata keliru administratif
"@mhd_ilham_rhokaniawan Tom lembong memang salah tapi dalam ranah administrasi pemerintahan, bukan tindak pidana korupsi. Oleh karena itu, putusan yang seharusnya dijatuhkan adalah lepas dari segala tuntutan karena 'onslag van rechtvervolgin semata-mata kekeliruan administratif""",tom lembong salah ranah administrasi perintah tindak pidana korupsi putus jatuh lepas tuntut onslag van rechtvervolgin sematamata keliru administratif
@joro.ks oke mas Buzzer. *berbicara dengan nada lemah lembut.,ks oke mas buzzer bicara nada lemah lembut
@ramaodons16 😂,
"@gerrymichaelp Gak gitu juga logikanya, bro. Malpraktik Dokter Itu Ada Banyak Level
Cuma Salah Prosedur Dikit?
➜ Ya paling ditegur doang, dikasih sanksi etik sama IDI.
Ibaratnya cuma “kena semprit” gara-gara kerja gak sesuai SOP. Bukan langsung masuk bui.
Tapi Kalau Sampai Ada Pasien Meninggal Gegara Kelalaiannya?
➜ Nah ini bisa banget masuk ranah pidana.
Kayak lo nyetir mobil ngantuk, terus nabrak orang sampe mati. Itu bukan cuma salah doang, tapi negligence yang berat.
Bisa dijerat pasal KUHP, bro. Bisa masuk bui. Beda Sama Kasus Tom Lembong
Kalau Tom Lembong salah ambil keputusan di pemerintahan (kayak salah administrasi), tapi gak ada niat jahat, gak ngorup, gak ngerugiin negara secara nyata, ya itu cuma urusan kantor doang, bukan kriminal. Makanya bisa aja diputus lepas dari segala tuntutan hukum"" alias onslag. Gak semua kesalahan itu pidana, tapi kalau udah bikin orang celaka apalagi sampe mati, itu udah beda cerita""",logika saudara laki laki malpraktik dokter level salah prosedur iya tegur doang kasih sanksi etik idi kena semprit gara gara kerja sesuai sop langsung masuk bui pasien tinggal gara gara lalai banget masuk ranah pidana kayak setir mobil antuk terus tabrak orang mati salah doang negligence berat jerat pasal kuhp saudara laki laki masuk bui beda kasus tom lembong tom lembong salah ambil putus perintah kayak salah administrasi niat jahat ngorup rugi negara cara nyata iya urus kantor doang kriminal putus lepas tuntut hukum alias onslag salah pidana bikin orang celaka mati beda cerita
🥀🥀,
"@iwby.sun Tom lembong memang salah tapi dalam ranah administrasi pemerintahan, bukan tindak pidana korupsi. Oleh karena itu, putusan yang seharusnya dijatuhkan adalah lepas dari segala tuntutan karena 'onslag van rechtvervolgin semata-mata kekeliruan administratif""",sun tom lembong salah ranah administrasi perintah tindak pidana korupsi putus jatuh lepas tuntut onslag van rechtvervolgin sematamata keliru administratif
😢🥀 semoga hal ini membuka mata orang² yg masih skeptis soal politik.. mari menangkan circlenya pak tom di 2029 nanti.. mari balas tuntas apa yg sudah mereka tanam sekarang.. semua tindakan kroco² dan pejabat yg merugikan negara dan tidak berpihak  ke rakyat harus merasakan apa yg dirasakan pak tom skrg.. #yurispudensi #justicefortomlembong,moga buka mata orang skeptis soal politik mari menang circlenya pak tom mari balas tuntas tanam tindak kroco jabat rugi negara pihak rakyat rasa rasa pak tom
"@mhd_ilham_rhokaniawan Sebenarnya sampai di titik ini sudah jelas bahwa ini bukanlah kasus tindak pidana korupsi karena tidak menimbulkan kerugian terhadap keuangan negara dan tidak ada unsur mengambil uang negara. Kalau gini kasus nya, maka Pak Jokowi pun juga bisa dianggap melakukan tindak pidana korupsi, karena telah memberikan izin tambang  terhadap 4 perusahaan swasta raja Amapt di era pemerintah nya yg ternyata tidak lolos AMDAl.
( https://mongabay.co.id/2025/06/11/cabut-4-izin-tambang-nikel-raja-ampat-dan-ancaman-hukum-bagaimana-pulau-lain/ )",benar titik jelas kasus tindak pidana korupsi timbul rugi hadap uang negara unsur ambil uang negara kasus pak jokowi anggap laku tindak pidana korupsi beri izin tambang hadap usaha swasta raja amapt era perintah nyata lolos amdal
"@rizky_yudha simpelnya gini aja deh sebelum dia menjabat dan setelah dia menjabat apakah lu pernah liat gula milik BUMN beredar dipasaran ? Contohnya gula BUMN merk maniskita, gula dasa manis, nusakita ?",simpel deh jabat jabat lihat gula milik badan usaha milik negara edar pasar contoh gula badan usaha milik negara merek maniskita gula dasa manis nusakita
"@meylisa_dyah ini bukan kasus yang rumit, klo kamu pakai otak dan hati nurani kamu... Kamu ga akan bingung kok. ❤️",kasus rumit pakai otak hati nurani bingung
"@dhaaaann_18 Penyelewengan prosedur, pemberian hak impor ke swasta tanpa dasar hukum yang sah, dan kerugian negara, sudah cukup untuk kena Pasal 3 UU Tipikor.
✅ Ini disebut “korupsi administratif” atau korupsi kebijakan — bukan suap.",seleweng prosedur beri hak impor swasta dasar hukum sah rugi negara cukup untuk kena pasal undang undang tipikor sebut korupsi administratif korupsi bijak suap
@figo_handoko lah ini kan lagi bahas Tom lembong bukan raja ampat kalau itu beda lagi,bahas tom lembong raja ampat beda
@dhaaaann_18 dia itu melangar prosedur yg merugikan negara 100m+,melangar prosedur rugi negara
🥀,
🥀🥀🥀,
@tavuk_lezzeti pulang jauhnya smpe kesini 🤣,pulang jauh kesini
"@figo_handoko jelas negara rugi bos,contoh Kalau kamu manajer gudang dan kamu kasih stok barang negara ke perusahaan swasta tanpa izin yang benar, lalu negara rugi karena kebijakanmu — meskipun kamu gak ambil uangnya — tetap kamu bertanggung jawab secara hukum dan etika jabatan.",jelas negara rugi bos contoh manajer gudang kasih stok barang negara usaha swasta izin benar negara rugi bijak ambil uang tetap tanggung jawab cara hukum etika jabat
😢😢😢😢,
@ryanbenteke nda sadar aku itu bos Wkk,sadar bos wkwk
@anggadnata.24 nah muncul juga cebong di akun ini di tengah orang2 waras 😂,muncul cebong akun tengah orang waras
"@dhaaaann_18 Wah enak banget ya, asal salahnya “administratif” terus dianggap wajar. Lah kalau rakyat salah isi NIK aja bisa ditolak BLT. Kenapa kalau pejabat salah malah dibela?

Terlepas dari ranah administrasi atau tidak, kerugian negara tetap nyata. Dan hukum kita tidak hanya bicara soal niat, tapi juga dampak. Kalau semua dianggap “kekeliruan administratif”, siapa yang bertanggung jawab atas uang rakyat?",enak banget iya asal salah administratif terus anggap wajar rakyat salah isi nik tolak bantu langsung tunai jabat salah bela lepas ranah administrasi rugi negara tetap nyata hukum bicara soal niat dampak anggap keliru administratif tanggung jawab atas uang rakyat
😢😢🥀🥀,
"@mhd_ilham_rhokaniawan ya justru itu jadi penting, karena dengan adanya vonis terhadap Tom Lembong ini maka semua pejabat di Indonesia termasuk Jokowi dan Prabowo pun bisa dianggap korupsi kalau kita menggunakan standar vonis hakim terhadap Tom Lembong untuk diterapkan ke semua pejabat di Indonesia",iya jadi penting vonis hadap tom lembong jabat indonesia masuk jokowi prabowo anggap korupsi guna standar vonis hakim hadap tom lembong untuk terap jabat indonesia
"@alivyrich betul sekali, SEMUA YANG SALAH HARUS DIUSUT. Tapi sayangnya yang sedang dipertontonkan di negeri ini adalah: semua yg tidak mendukung penguasa harus diusut, sedangkan buat yg mendukung mereka tutup mata dan telinga. Menpora kita contoh nyata, beserta beberapa rekan sesama kabinetnya 💔",betul salah usut sayang tonton negeri dukung kuasa usut dukung tutup mata telinga menpora contoh nyata rekan kabinet
#StopBayarPajak #SaveTomLembong,
"@mhd_ilham_rhokaniawan ya analogi mu soal manager gudang juga bisa nyerang Prabowo yg ngasih akses tembaga ke AS dan juga nyerang Jokowi yg ngasih akses tambang ke ormas yg mana itu melanggar prosedur UUD 45 pasal 32, nah lho ?? Jadi standar ganda jatoh nya dan menimbulkan ketidakpastian hukum 😂",iya analogi mu soal manajer gudang serang prabowo beri akses tembaga as serang jokowi beri akses tambang organisasi masyarakat langgar prosedur undang undang dasar pasal lo jadi standar ganda jatuh timbul ketidakpastian hukum
Setelah masalah MK . Hukum di konoha ga jelas 💔,masalah mk hukum konoha jelas
Pantesan gaji hakim dinaikin 3x lipat. Ternyata biar gampang diseduh,gaji hakim naik x lipat nyata biar mudah seduh
"@figo_handoko lah di sini saya membahas tomlembong itu emng bersalah, ga ada saya bilang jokowi dan prabowo itu benar, saya bilang tomlembong itu salah karna banyak yg membela kesalahan dia bos.",bahas tomlembong salah bilang jokowi prabowo benar bilang tomlembong salah bela salah bos
"Ahahahah anak lu urus dulu tuh wok, nyalahin orang doang bisanya",ahahahah anak urus wok salah orang doang
Sedangkan Riza Chalid di antah berantah : “hehehe”,riza chalid antah antah tertawa
"Pesanan Jokowi,😂 pola yg sama dengan sebelumnya",pesan jokowi pola
Sekolah tinggi2 jangan masuk politik. Politik itu jahat.,sekolah tinggi masuk politik politik jahat
"Hukum jadi badut di tangan Oligarki, Jangan harap bakal ada Keadilan yang semestinya. Sehat Pak Tom Lembong kami yang masih memiliki akal sehat selalu bersama Anda ❤️""",hukum jadi badut tangan oligarki harap bakal adil mesti sehat pak tom lembong milik akal sehat
Kasih kerass 🔥,kasih keras
"@mhd_ilham_rhokaniawan nah masalah nya anda gak bisa bedakan yg mana tindak pidana korupsi dan mana yg bukan tindak pidana korupsi. Unsur korupsi dalam pasal 33 UU no 32 Tahun 99 salah satunya harus ada Tujuan / Niat (Mens Rea) untuk memperkaya diri sendiri atau orang lain. Sedangkan untuk kasus Tom Lembong, majelis hakim nya sendiri saja sudah mengakui dalam putusan nya bahwa Tom Lembong tidak punya niat (mens rea) untuk mencari keuntungan ataupun merugikan negara. Maka harusnya dari sini aja udah gak masuk kalau dijatuhi vonis pidana korupsi",masalah beda tindak pidana korupsi tindak pidana korupsi unsur korupsi pasal undang undang no tahun salah satu tuju niat menstruasi rea untuk kaya orang untuk kasus tom lembong majelis hakim putus tom lembong punya niat menstruasi rea untuk cari untung rugi negara masuk jatuh vonis pidana korupsi
😭😭😭😭,
"4.5 tahun nyampe pilpres lagi, biar apa? tau sendiri lah",tahun pilih presiden biar tahu
Hukum indonesia tajam ke bawah tumpul ke atas,hukum indonesia tajam bawah tumpul atas
Apa kabar yang korupsi miliuaran bahkan triliuan tapi masih berkeliaran pak,kabar korupsi miliuaran triliuan liar pak
"Mau sampai kapan sistem negri ini dikuasi orang yg kyk gini bang....😢🥀""",sistem negeri kuasi orang bang
"Ngomongin hukum pancasila, tp BBM dioplos, minyak dikurangi takaran, beras jg dioplos, dan hal² itu dilakukan sama perusahaan pemerintah, jd maksudnya ekonomi Pancasila itu ekonomi oplos?",bicara hukum pancasila bahan bakar minyak oplos minyak rang takar beras oplos laku usaha perintah jadi maksud ekonomi pancasila ekonomi oplos
@saltsal_ *ekonomi pancasila,ekonomi pancasila
Apa kabarnya menteri zulfikli hasan airlangga dan muhammad luthfi?? MK berani tangkap? Ya enggaklah😂,kabar menteri zulfikli hasan airlangga muhammad luthfi mk berani tangkap iya
"Itu Data warga indonesia jebol berkali kali, bahkan sampai kasus judol..
Menterinya adem ayem aja... Itu jelas udah nggak brtanggung jawab padahal",data warga indonesia jebol kali kali kasus judol menteri adem ayem jelas brtanggung jawab
@nugraha_yusup langsung ada keluar buzzer nya,langsung keluar buzzer
Kalo satu gerbong aman 😋,satu gerbong aman
🥀,
Kami bersama mu pak,mu pak
@nugraha_yusup sehat2 panjang umur bro,sehat panjang umur saudara laki laki
"Gimana cara menggulingkan pemerintah ? Capek ngehina mulu ,",cara guling perintah cape hina melulu
@oktavianisutiran justru tim audit aja gak nemuin kalau Pak Tom korupsi Mbak 😂,tim audit temu pak tom korupsi kakak
@oktavianisutiran yaudah mbanya aja yg buktiin dh 😂,ya mbak bukti
"Eh lu paham ngga sih, penangkapan pak Tom itu merugikan negara karena beliau import gula tanpa persetujuan mentri perindustrian, pak Tom harusnya menyuplai perusahaan BUMN, tetapi beliau menyuplai PT Swasta, dan PT swasta menjual harga gula di atas Harga Eceran Tertinggi (HET) , tolong diperdalam lagi literasi nya bosss",eh paham sih tangkap pak tom rugi negara beliau impor gula tuju menteri industri pak tom suplai usaha badan usaha milik negara beliau suplai pt swasta pt swasta jual harga gula atas harga ecer tinggi het tolong literasi bosss
"beliau kunci pilpres 2029,🥀💔",beliau kunci pilih presiden
@oktavianisutiran lah memang kan tom udah gak kerja dipemerintahan pas oposisi gimana sih mbanya. Berarti mbanya gak tau sejak awal. Pak tom oposisi aja mba gak tau 😂,tom kerja perintah pas oposisi sih mbak arti mbak tahu awal pak tom oposisi mbak tahu
@debril_salah beliau cuma setahun kak jadi mentri perdagangan,beliau tahun kak jadi menteri dagang
"@oktavianisutiran lah itu penerjemahnya Pak Tom Mba, mba, mba. Hadehh, 😂😂 jangan taunya setengah2 doang mba. Capcay dh 😂",terjemah pak tom mbak mbak mbak aduh tau tengah doang mbak capcay
@oktavianisutiran nah itu dia Pak Jokowi dan yg lainnya gak berani hadir dengan alasan ada acara keluarga teruss 😂😂,pak jokowi berani hadir alas acara keluarga terus
Harus pasal2 karet itu harus di benarkan ngga sih bung? Kan beliau jadi terdakwa gara2 Pasal 2 ayat 1 juncto Pasal 18 UU Tipikor juncti Pasal 55 ayat 1 ke 1 kuhp (tau dari gemini),pasal karet benar sih bung beliau jadi dakwa gara pasal ayat juncto pasal undang undang tipikor juncti pasal ayat kuhp tahu gemini
@agunngap ya kan dulu namanya askes dan cesar sebelum zaman Jokowi sudah dicover,iya nama askes cesar zaman jokowi dicover
@slamet_0 oke slamet,oke selamat
"Gass bikin patung mulyono n the gang kayak china punya tuh, koruptor di bikinin patung biar bisa meluapkan emosi warganya 😂",gas bikin patung mulyono the gang kayak cina punya koruptor patung biar luap emosi warga
"@yayafaraa Udh ganti pemerintahan woii, TL di tangkap dan di Vonis di pemerintahan siapa? Jgn biasakan bicara secara subjektif, harus Objektif.",ganti perintah oi lini masa tangkap vonis perintah bicara cara subjektif objektif
Hahaha what the hell lah,haha the hell
"bang menurut bang Fery nih, ideologi nasakom cocok ngga diterapin buat negara Indonesia saat ini? 🤨, kalo diliat dari kasus diatas cocok si",bang turut bang fery ideologi nasakom cocok terap negara indonesia lihat kasus atas cocok sil
"@jho.gallery sabar mas sabar.....pelan2 aja ngetiknya,",gallery sabar mas sabarpelan ngetiknya
"@prabowo @gerindra @sufmi_dasco  buka nurani Bapak, gunakan otoritas Bapak sbg penguasa negeri ini utk kasus Tom Lembong. Kebenaran tak akan mati, kebenaran akan terus hidup. #justicefortomlembong",buka nurani bapak guna otoritas bapak kuasa negeri untuk kasus tom lembong benar mati benar terus hidup
😢🥀💔,
"Mereka saja saling tikam, apa daya saya sebagai rakyat. Ngeri ah.",tikam daya rakyat ngeri ah
Emang Pancasila itu ada ? (SUJIWO TEJO)🥀,pancasila sujiwo tejo
😢😢😢,
What the fuvk man for pejabat 🐭 berdasi,the fuvk man for jabat das
Kayak kasus Dirut pertamina,kayak kasus direktur utama pertamina
"semua hal yang disampaikan pihak manapun kita ga tau benar apa salah, fakta atau sudah di olah.. Karna ini soal politik, so banyak kepentingan dan lain lain. Saya tidak membela siapapun, karna sadar akan hal itu. So let's see, nnti waktu yang akan buktikan dan keadilan paling adil adalah keadilan dari Allah di akhirat nnti 🥀❤️ be smart gaes, doain yang baik baik aja buat Indonesia",pihak tahu benar salah fakta olah soal politik sok penting bela sadar sok lets see waktu bukti adil adil adil allah akhirat be pintar guys doa baik baik indonesia
@rido_official benar itulah keadilan yg maha kuasa,benar adil maha kuasa
"Hati2 bang ntar diBUNGKAM"". Taukn ment*i BUWN itu anti kritik apalagi kaki kanannya yg di PSS* itu kn org BUWN jga🤣😂""",hati bang bungkam taukn menti buwn anti kritik kaki kanan pss orang buwn
beliau ini terjerat korupsi apa?,beliau jerat korupsi
"tapi dari pertanyaan lu bang, pada kenyataannya kok masih banyak banget yang mau jadi pejabat? 🤔🤔",tanya bang kenyataanya banget jadi jabat
"@hi_inaall Baca Caption bg, kurang jelas apa lagi Ini sungguh di luar akal sehat yang paling sakit sekalipun, ambigu, tidak berdasar dan anehnya malah didukung cuma karena beda pilihan saat pemilu""""",baca caption abang kurang jelas sungguh luar akal sehat sakit ambigu dasar aneh dukung beda pilih pilih umum
